"Code" "Subfamily" "Tribe" "Genus" "Species" "Abundance" "Strata" "Date" "SU" "Trap" "Temperature" "Samp.day" "Month" "Sites"
"364" "C5NF6_42790" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Canopy" 2017-02-24 "NF6" "Can5" 20.2 4 "February" "C5NF6F"
"365" "C5NF6_42814" "Satyrinae" "Satyrini" "Carminda" "Carminda_paeon" 1 "Canopy" 2017-03-20 "NF6" "Can5" 26.6 1 "March" "C5NF6M"
"366" "C5NF6_42816" "Satyrinae" "Satyrini" "Carminda" "Carminda_paeon" 1 "Canopy" 2017-03-22 "NF6" "Can5" 22.3 2 "March" "C5NF6M"
"367" "C5NF6_42816" "Satyrinae" "Satyrini" "Eteona" "Eteona_tisiphone" 1 "Canopy" 2017-03-22 "NF6" "Can5" 22.3 2 "March" "C5NF6M"
"368" "C5NF6_42818" "Satyrinae" "Brassolini" "Opsiphanes" "Opsiphanes_quiteria" 1 "Canopy" 2017-03-24 "NF6" "Can5" 17.4 3 "March" "C5NF6M"
"369" "C5NF6_42818" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Canopy" 2017-03-24 "NF6" "Can5" 17.4 3 "March" "C5NF6M"
"370" "C5NF6_42818" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_pronophila" 1 "Canopy" 2017-03-24 "NF6" "Can5" 17.4 3 "March" "C5NF6M"
"371" "U1NF1_42681" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2016-11-07 "NF1" "Und1" 16.3 4 "November" "U1NF1N"
"372" "U1NF1_42789" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-23 "NF1" "Und1" 20.4 3 "February" "U1NF1F"
"373" "U1NF1_42817" "Charaxinae" "Preponini" "Archaeoprepona" "Archaeoprepona_amphimachus" 1 "Understory" 2017-03-23 "NF1" "Und1" 17.6 3 "March" "U1NF1M"
"374" "U1NF1_42817" "Charaxinae" "Preponini" "Archaeoprepona" "Archaeoprepona_amphimachus" 1 "Understory" 2017-03-23 "NF1" "Und1" 17.6 3 "March" "U1NF1M"
"375" "U1NF1_42817" "Charaxinae" "Preponini" "Archaeoprepona" "Archaeoprepona_amphimachus" 1 "Understory" 2017-03-23 "NF1" "Und1" 17.6 3 "March" "U1NF1M"
"376" "U1NF2_42785" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-19 "NF2" "Und1" 23.7 1 "February" "U1NF2F"
"377" "U1NF2_42789" "Satyrinae" "Satyrini" "Carminda" "Carminda_paeon" 1 "Understory" 2017-02-23 "NF2" "Und1" 20.5 3 "February" "U1NF2F"
"378" "U1NF2_42815" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-03-21 "NF2" "Und1" 26.7 2 "March" "U1NF2M"
"379" "U1NF2_42815" "Satyrinae" "Satyrini" "Carminda" "Carminda_paeon" 1 "Understory" 2017-03-21 "NF2" "Und1" 26.7 2 "March" "U1NF2M"
"380" "U1NF2_42815" "Satyrinae" "Satyrini" "Carminda" "Carminda_paeon" 1 "Understory" 2017-03-21 "NF2" "Und1" 26.7 2 "March" "U1NF2M"
"381" "U1NF3_42680" "Satyrinae" "Brassolini" "Eryphanis" "Eryphanis_reevesii" 1 "Understory" 2016-11-06 "NF3" "Und1" 23.4 3 "November" "U1NF3N"
"382" "U1NF3_42681" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2016-11-07 "NF3" "Und1" 22.4 4 "November" "U1NF3N"
"383" "U1NF3_42715" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2016-12-11 "NF3" "Und1" 21.3 2 "December" "U1NF3D"
"384" "U1NF3_42717" "Satyrinae" "Satyrini" "Carminda" "Carminda_paeon" 1 "Understory" 2016-12-13 "NF3" "Und1" 24.7 3 "December" "U1NF3D"
"385" "U1NF3_42717" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2016-12-13 "NF3" "Und1" 24.7 3 "December" "U1NF3D"
"386" "U1NF3_42717" "Satyrinae" "Brassolini" "Eryphanis" "Eryphanis_reevesii" 1 "Understory" 2016-12-13 "NF3" "Und1" 24.7 3 "December" "U1NF3D"
"387" "U1NF3_42719" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2016-12-15 "NF3" "Und1" 27.8 4 "December" "U1NF3D"
"388" "U1NF3_42719" "Satyrinae" "Satyrini" "Carminda" "Carminda_paeon" 1 "Understory" 2016-12-15 "NF3" "Und1" 27.8 4 "December" "U1NF3D"
"389" "U1NF3_42755" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-20 "NF3" "Und1" 23.5 1 "January" "U1NF3J"
"390" "U1NF3_42755" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-20 "NF3" "Und1" 23.5 1 "January" "U1NF3J"
"391" "U1NF3_42755" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-01-20 "NF3" "Und1" 23.5 1 "January" "U1NF3J"
"392" "U1NF3_42755" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-01-20 "NF3" "Und1" 23.5 1 "January" "U1NF3J"
"393" "U1NF3_42755" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_pronophila" 1 "Understory" 2017-01-20 "NF3" "Und1" 23.5 1 "January" "U1NF3J"
"394" "U1NF3_42757" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-01-22 "NF3" "Und1" 22.3 2 "January" "U1NF3J"
"395" "U1NF3_42757" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-01-22 "NF3" "Und1" 22.3 2 "January" "U1NF3J"
"396" "U1NF3_42757" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-01-22 "NF3" "Und1" 22.3 2 "January" "U1NF3J"
"397" "U1NF3_42757" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-01-22 "NF3" "Und1" 22.3 2 "January" "U1NF3J"
"398" "U1NF3_42759" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-24 "NF3" "Und1" 23.7 3 "January" "U1NF3J"
"399" "U1NF3_42759" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-01-24 "NF3" "Und1" 23.7 3 "January" "U1NF3J"
"400" "U1NF3_42761" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-26 "NF3" "Und1" 21.2 4 "January" "U1NF3J"
"401" "U1NF3_42761" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-26 "NF3" "Und1" 21.2 4 "January" "U1NF3J"
"402" "U1NF3_42761" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-01-26 "NF3" "Und1" 21.2 4 "January" "U1NF3J"
"403" "U1NF3_42785" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-19 "NF3" "Und1" 24.2 1 "February" "U1NF3F"
"404" "U1NF3_42785" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-19 "NF3" "Und1" 24.2 1 "February" "U1NF3F"
"405" "U1NF3_42785" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-19 "NF3" "Und1" 24.2 1 "February" "U1NF3F"
"406" "U1NF3_42785" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-19 "NF3" "Und1" 24.2 1 "February" "U1NF3F"
"407" "U1NF3_42785" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-02-19 "NF3" "Und1" 24.2 1 "February" "U1NF3F"
"408" "U1NF3_42785" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-19 "NF3" "Und1" 24.2 1 "February" "U1NF3F"
"409" "U1NF3_42785" "Satyrinae" "Morphini" "Morpho" "Morpho_portis" 1 "Understory" 2017-02-19 "NF3" "Und1" 24.2 1 "February" "U1NF3F"
"410" "U1NF3_42787" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-02-21 "NF3" "Und1" 27.9 2 "February" "U1NF3F"
"411" "U1NF3_42787" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-21 "NF3" "Und1" 27.9 2 "February" "U1NF3F"
"412" "U1NF3_42787" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_pronophila" 1 "Understory" 2017-02-21 "NF3" "Und1" 27.9 2 "February" "U1NF3F"
"413" "U1NF3_42787" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_pronophila" 1 "Understory" 2017-02-21 "NF3" "Und1" 27.9 2 "February" "U1NF3F"
"414" "U1NF3_42791" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-25 "NF3" "Und1" 23.3 4 "February" "U1NF3F"
"415" "U1NF3_42791" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-25 "NF3" "Und1" 23.3 4 "February" "U1NF3F"
"416" "U1NF3_42791" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-25 "NF3" "Und1" 23.3 4 "February" "U1NF3F"
"417" "U1NF3_42815" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-21 "NF3" "Und1" 17.8 2 "March" "U1NF3M"
"418" "U1NF3_42815" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-21 "NF3" "Und1" 17.8 2 "March" "U1NF3M"
"419" "U1NF3_42815" "Satyrinae" "Brassolini" "Eryphanis" "Eryphanis_reevesii" 1 "Understory" 2017-03-21 "NF3" "Und1" 17.8 2 "March" "U1NF3M"
"420" "U1NF3_42817" "Satyrinae" "Satyrini" "Praepedaliodes" "Praepedaliodes_phanias" 1 "Understory" 2017-03-23 "NF3" "Und1" 16.8 3 "March" "U1NF3M"
"421" "U1NF3_42817" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-23 "NF3" "Und1" 16.8 3 "March" "U1NF3M"
"422" "U1NF3_42817" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-23 "NF3" "Und1" 16.8 3 "March" "U1NF3M"
"423" "U1NF3_42817" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-03-23 "NF3" "Und1" 16.8 3 "March" "U1NF3M"
"424" "U1NF4_42784" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-18 "NF4" "Und1" 23.3 1 "February" "U1NF4F"
"425" "U1NF4_42786" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-20 "NF4" "Und1" 24 2 "February" "U1NF4F"
"426" "U1NF4_42816" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-22 "NF4" "Und1" 19.9 2 "March" "U1NF4M"
"427" "U1NF4_42816" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-22 "NF4" "Und1" 19.9 2 "March" "U1NF4M"
"428" "U1NF4_42816" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-22 "NF4" "Und1" 19.9 2 "March" "U1NF4M"
"429" "U1NF4_42818" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-03-24 "NF4" "Und1" 18.1 3 "March" "U1NF4M"
"430" "U1NF4_42818" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-24 "NF4" "Und1" 18.1 3 "March" "U1NF4M"
"431" "U1NF4_42818" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-24 "NF4" "Und1" 18.1 3 "March" "U1NF4M"
"432" "U1NF5_42679" "Satyrinae" "Satyrini" "Carminda" "Carminda_paeon" 1 "Understory" 2016-11-05 "NF5" "Und1" 21.1 3 "November" "U1NF5N"
"433" "U1NF5_42716" "Satyrinae" "Satyrini" "Carminda" "Carminda_paeon" 1 "Understory" 2016-12-12 "NF5" "Und1" 22.2 2 "December" "U1NF5D"
"434" "U1NF5_42720" "Satyrinae" "Satyrini" "Praepedaliodes" "Praepedaliodes_phanias" 1 "Understory" 2016-12-16 "NF5" "Und1" 20.3 4 "December" "U1NF5D"
"435" "U1NF5_42784" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-18 "NF5" "Und1" 25.8 1 "February" "U1NF5F"
"436" "U1NF5_42784" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-18 "NF5" "Und1" 25.8 1 "February" "U1NF5F"
"437" "U1NF5_42784" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-18 "NF5" "Und1" 25.8 1 "February" "U1NF5F"
"438" "U1NF5_42784" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-18 "NF5" "Und1" 25.8 1 "February" "U1NF5F"
"439" "U1NF5_42786" "Charaxinae" "Preponini" "Archaeoprepona" "Archaeoprepona_chalciope" 1 "Understory" 2017-02-20 "NF5" "Und1" 26.9 2 "February" "U1NF5F"
"440" "U1NF5_42786" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-20 "NF5" "Und1" 26.9 2 "February" "U1NF5F"
"441" "U1NF5_42788" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-22 "NF5" "Und1" 23.9 3 "February" "U1NF5F"
"442" "U1NF5_42788" "Charaxinae" "Preponini" "Archaeoprepona" "Archaeoprepona_chalciope" 1 "Understory" 2017-02-22 "NF5" "Und1" 23.9 3 "February" "U1NF5F"
"443" "U1NF5_42790" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-24 "NF5" "Und1" 24.3 4 "February" "U1NF5F"
"444" "U1NF5_42814" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-20 "NF5" "Und1" 20.1 1 "March" "U1NF5M"
"445" "U1NF5_42814" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-20 "NF5" "Und1" 20.1 1 "March" "U1NF5M"
"446" "U1NF5_42816" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-22 "NF5" "Und1" 23.7 2 "March" "U1NF5M"
"447" "U1NF5_42816" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-22 "NF5" "Und1" 23.7 2 "March" "U1NF5M"
"448" "U1NF5_42816" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-22 "NF5" "Und1" 23.7 2 "March" "U1NF5M"
"449" "U1NF5_42818" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-24 "NF5" "Und1" 21.7 3 "March" "U1NF5M"
"450" "U1NF5_42818" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-24 "NF5" "Und1" 21.7 3 "March" "U1NF5M"
"451" "U1NF5_42818" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-24 "NF5" "Und1" 21.7 3 "March" "U1NF5M"
"452" "U1NF5_42818" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-24 "NF5" "Und1" 21.7 3 "March" "U1NF5M"
"453" "U1NF5_42818" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-24 "NF5" "Und1" 21.7 3 "March" "U1NF5M"
"454" "U1NF5_42818" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-24 "NF5" "Und1" 21.7 3 "March" "U1NF5M"
"455" "U1NF5_42818" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-24 "NF5" "Und1" 21.7 3 "March" "U1NF5M"
"456" "U1NF6_42675" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2016-11-01 "NF6" "Und1" 22.5 1 "November" "U1NF6N"
"457" "U1NF6_42675" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2016-11-01 "NF6" "Und1" 22.5 1 "November" "U1NF6N"
"458" "U1NF6_42675" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2016-11-01 "NF6" "Und1" 22.5 1 "November" "U1NF6N"
"459" "U1NF6_42675" "Charaxinae" "Preponini" "Archaeoprepona" "Archaeoprepona_chalciope" 1 "Understory" 2016-11-01 "NF6" "Und1" 22.5 1 "November" "U1NF6N"
"460" "U1NF6_42677" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2016-11-03 "NF6" "Und1" 15.6 2 "November" "U1NF6N"
"461" "U1NF6_42679" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2016-11-05 "NF6" "Und1" 22 3 "November" "U1NF6N"
"462" "U1NF6_42680" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2016-11-06 "NF6" "Und1" 24.5 4 "November" "U1NF6N"
"463" "U1NF6_42680" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2016-11-06 "NF6" "Und1" 24.5 4 "November" "U1NF6N"
"464" "U1NF6_42680" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_pronophila" 1 "Understory" 2016-11-06 "NF6" "Und1" 24.5 4 "November" "U1NF6N"
"465" "U1NF6_42716" "Satyrinae" "Satyrini" "Carminda" "Carminda_paeon" 1 "Understory" 2016-12-12 "NF6" "Und1" 19.8 2 "December" "U1NF6D"
"466" "U1NF6_42720" "Satyrinae" "Satyrini" "Carminda" "Carminda_paeon" 1 "Understory" 2016-12-16 "NF6" "Und1" 16.4 4 "December" "U1NF6D"
"467" "U1NF6_42722" "Satyrinae" "Satyrini" "Carminda" "Carminda_paeon" 1 "Understory" 2016-12-18 "NF6" "Und1" 17.6 5 "December" "U1NF6D"
"468" "U1NF6_42754" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-19 "NF6" "Und1" 20 1 "January" "U1NF6J"
"469" "U1NF6_42754" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-19 "NF6" "Und1" 20 1 "January" "U1NF6J"
"470" "U1NF6_42756" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-21 "NF6" "Und1" 16.1 2 "January" "U1NF6J"
"471" "U1NF6_42756" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-01-21 "NF6" "Und1" 16.1 2 "January" "U1NF6J"
"472" "U1NF6_42758" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-01-23 "NF6" "Und1" 19 3 "January" "U1NF6J"
"473" "U1NF6_42758" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-01-23 "NF6" "Und1" 19 3 "January" "U1NF6J"
"474" "U1NF6_42762" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-01-27 "NF6" "Und1" 14.1 5 "January" "U1NF6J"
"475" "U1NF6_42762" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-01-27 "NF6" "Und1" 14.1 5 "January" "U1NF6J"
"476" "U1NF6_42762" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-01-27 "NF6" "Und1" 14.1 5 "January" "U1NF6J"
"477" "U1NF6_42784" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-18 "NF6" "Und1" 22 1 "February" "U1NF6F"
"478" "U1NF6_42784" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-18 "NF6" "Und1" 22 1 "February" "U1NF6F"
"479" "U1NF6_42786" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-20 "NF6" "Und1" 23 2 "February" "U1NF6F"
"480" "U1NF6_42786" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-20 "NF6" "Und1" 23 2 "February" "U1NF6F"
"481" "U1NF6_42786" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-20 "NF6" "Und1" 23 2 "February" "U1NF6F"
"482" "U1NF6_42786" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-20 "NF6" "Und1" 23 2 "February" "U1NF6F"
"483" "U1NF6_42786" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-20 "NF6" "Und1" 23 2 "February" "U1NF6F"
"484" "U1NF6_42788" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-22 "NF6" "Und1" 22.1 3 "February" "U1NF6F"
"485" "U1NF6_42788" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-22 "NF6" "Und1" 22.1 3 "February" "U1NF6F"
"486" "U1NF6_42788" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-22 "NF6" "Und1" 22.1 3 "February" "U1NF6F"
"487" "U1NF6_42790" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-24 "NF6" "Und1" 21.8 4 "February" "U1NF6F"
"488" "U1NF6_42790" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-24 "NF6" "Und1" 21.8 4 "February" "U1NF6F"
"489" "U1NF6_42790" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-24 "NF6" "Und1" 21.8 4 "February" "U1NF6F"
"490" "U1NF6_42816" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-03-22 "NF6" "Und1" 18.1 2 "March" "U1NF6M"
"491" "U1NF6_42818" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-03-24 "NF6" "Und1" 15.4 3 "March" "U1NF6M"
"492" "U1NF6_42818" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-03-24 "NF6" "Und1" 15.4 3 "March" "U1NF6M"
"493" "U1NF6_42818" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-03-24 "NF6" "Und1" 15.4 3 "March" "U1NF6M"
"494" "U1NF6_42818" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-03-24 "NF6" "Und1" 15.4 3 "March" "U1NF6M"
"495" "U1NF6_42818" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-03-24 "NF6" "Und1" 15.4 3 "March" "U1NF6M"
"496" "U1NF6_42818" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-24 "NF6" "Und1" 15.4 3 "March" "U1NF6M"
"497" "U2NF1_42680" "Satyrinae" "Satyrini" "Carminda" "Carminda_paeon" 1 "Understory" 2016-11-06 "NF1" "Und2" 16.2 3 "November" "U2NF1N"
"498" "U2NF1_42680" "Satyrinae" "Satyrini" "Carminda" "Carminda_paeon" 1 "Understory" 2016-11-06 "NF1" "Und2" 16.2 3 "November" "U2NF1N"
"499" "U2NF1_42755" "Satyrinae" "Satyrini" "Hermeuptychia" "Hermeuptychia_sp" 1 "Understory" 2017-01-20 "NF1" "Und2" 16.1 1 "January" "U2NF1J"
"500" "U2NF1_42785" "Charaxinae" "Preponini" "Archaeoprepona" "Archaeoprepona_chalciope" 1 "Understory" 2017-02-19 "NF1" "Und2" 20.7 1 "February" "U2NF1F"
"501" "U2NF1_42787" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-21 "NF1" "Und2" 21.5 2 "February" "U2NF1F"
"502" "U2NF1_42817" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-03-23 "NF1" "Und2" 17.3 3 "March" "U2NF1M"
"503" "U2NF2_42717" "Satyrinae" "Satyrini" "Carminda" "Carminda_paeon" 1 "Understory" 2016-12-13 "NF2" "Und2" 20.5 3 "December" "U2NF2D"
"504" "U2NF2_42787" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-21 "NF2" "Und2" 23.8 2 "February" "U2NF2F"
"505" "U2NF2_42787" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-21 "NF2" "Und2" 23.8 2 "February" "U2NF2F"
"506" "U2NF2_42815" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-21 "NF2" "Und2" 20.9 2 "March" "U2NF2M"
"507" "U2NF3_42676" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2016-11-02 "NF3" "Und2" 21 1 "November" "U2NF3N"
"508" "U2NF3_42676" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2016-11-02 "NF3" "Und2" 21 1 "November" "U2NF3N"
"509" "U2NF3_42676" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2016-11-02 "NF3" "Und2" 21 1 "November" "U2NF3N"
"510" "U2NF3_42676" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2016-11-02 "NF3" "Und2" 21 1 "November" "U2NF3N"
"511" "U2NF3_42676" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2016-11-02 "NF3" "Und2" 21 1 "November" "U2NF3N"
"512" "U2NF3_42680" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2016-11-06 "NF3" "Und2" 21.8 3 "November" "U2NF3N"
"513" "U2NF3_42680" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2016-11-06 "NF3" "Und2" 21.8 3 "November" "U2NF3N"
