"Code" "Subfamily" "Tribe" "Genus" "Species" "Abundance" "Strata" "Date" "SU" "Trap" "Temperature" "Samp.day" "Month" "Sites"
"746" "U4NF3_42681" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2016-11-07 "NF3" "Und4" 24.5 4 "November" "U4NF3N"
"747" "U4NF3_42755" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-20 "NF3" "Und4" 21.8 1 "January" "U4NF3J"
"748" "U4NF3_42755" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-01-20 "NF3" "Und4" 21.8 1 "January" "U4NF3J"
"749" "U4NF3_42761" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-26 "NF3" "Und4" 20.4 4 "January" "U4NF3J"
"750" "U4NF3_42763" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-28 "NF3" "Und4" 20.5 5 "January" "U4NF3J"
"751" "U4NF3_42763" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-28 "NF3" "Und4" 20.5 5 "January" "U4NF3J"
"752" "U4NF3_42785" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-19 "NF3" "Und4" 25.5 1 "February" "U4NF3F"
"753" "U4NF3_42785" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-19 "NF3" "Und4" 25.5 1 "February" "U4NF3F"
"754" "U4NF3_42789" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-23 "NF3" "Und4" 19.4 3 "February" "U4NF3F"
"755" "U4NF3_42789" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-23 "NF3" "Und4" 19.4 3 "February" "U4NF3F"
"756" "U4NF3_42791" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-25 "NF3" "Und4" 21.2 4 "February" "U4NF3F"
"757" "U4NF3_42791" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-25 "NF3" "Und4" 21.2 4 "February" "U4NF3F"
"758" "U4NF3_42791" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-25 "NF3" "Und4" 21.2 4 "February" "U4NF3F"
"759" "U4NF3_42815" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-21 "NF3" "Und4" 15.4 2 "March" "U4NF3M"
"760" "U4NF3_42815" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-21 "NF3" "Und4" 15.4 2 "March" "U4NF3M"
"761" "U4NF3_42815" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-21 "NF3" "Und4" 15.4 2 "March" "U4NF3M"
"762" "U4NF3_42817" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-03-23 "NF3" "Und4" 15.4 3 "March" "U4NF3M"
"763" "U4NF3_42817" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-03-23 "NF3" "Und4" 15.4 3 "March" "U4NF3M"
"764" "U4NF3_42817" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-03-23 "NF3" "Und4" 15.4 3 "March" "U4NF3M"
"765" "U4NF4_42680" "Charaxinae" "Preponini" "Archaeoprepona" "Archaeoprepona_chalciope" 1 "Understory" 2016-11-06 "NF4" "Und4" 21.3 4 "November" "U4NF4N"
"766" "U4NF4_42788" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-22 "NF4" "Und4" 24.5 3 "February" "U4NF4F"
"767" "U4NF4_42814" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-20 "NF4" "Und4" 19.6 1 "March" "U4NF4M"
"768" "U4NF4_42814" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-03-20 "NF4" "Und4" 19.6 1 "March" "U4NF4M"
"769" "U4NF4_42818" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-24 "NF4" "Und4" 19.4 3 "March" "U4NF4M"
"770" "U4NF4_42818" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-24 "NF4" "Und4" 19.4 3 "March" "U4NF4M"
"771" "U4NF5_42680" "Charaxinae" "Preponini" "Archaeoprepona" "Archaeoprepona_chalciope" 1 "Understory" 2016-11-06 "NF5" "Und4" 21.4 4 "November" "U4NF5N"
"772" "U4NF5_42758" "Charaxinae" "Preponini" "Archaeoprepona" "Archaeoprepona_chalciope" 1 "Understory" 2017-01-23 "NF5" "Und4" 23 3 "January" "U4NF5J"
"773" "U4NF5_42784" "Charaxinae" "Preponini" "Archaeoprepona" "Archaeoprepona_chalciope" 1 "Understory" 2017-02-18 "NF5" "Und4" 25.6 1 "February" "U4NF5F"
"774" "U4NF5_42786" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-20 "NF5" "Und4" 31.9 2 "February" "U4NF5F"
"775" "U4NF5_42786" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-20 "NF5" "Und4" 31.9 2 "February" "U4NF5F"
"776" "U4NF5_42786" "Satyrinae" "Brassolini" "Eryphanis" "Eryphanis_reevesii" 1 "Understory" 2017-02-20 "NF5" "Und4" 31.9 2 "February" "U4NF5F"
"777" "U4NF5_42786" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-20 "NF5" "Und4" 31.9 2 "February" "U4NF5F"
"778" "U4NF5_42788" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-22 "NF5" "Und4" 22.6 3 "February" "U4NF5F"
"779" "U4NF5_42788" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-22 "NF5" "Und4" 22.6 3 "February" "U4NF5F"
"780" "U4NF5_42788" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-22 "NF5" "Und4" 22.6 3 "February" "U4NF5F"
"781" "U4NF5_42818" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-24 "NF5" "Und4" 17.9 3 "March" "U4NF5M"
"782" "U4NF6_42675" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2016-11-01 "NF6" "Und4" 27.2 1 "November" "U4NF6N"
"783" "U4NF6_42675" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2016-11-01 "NF6" "Und4" 27.2 1 "November" "U4NF6N"
"784" "U4NF6_42679" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2016-11-05 "NF6" "Und4" 15.2 3 "November" "U4NF6N"
"785" "U4NF6_42680" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2016-11-06 "NF6" "Und4" 23 4 "November" "U4NF6N"
"786" "U4NF6_42718" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2016-12-14 "NF6" "Und4" 13.8 3 "December" "U4NF6D"
"787" "U4NF6_42718" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2016-12-14 "NF6" "Und4" 13.8 3 "December" "U4NF6D"
"788" "U4NF6_42720" "Satyrinae" "Brassolini" "Eryphanis" "Eryphanis_reevesii" 1 "Understory" 2016-12-16 "NF6" "Und4" 17.9 4 "December" "U4NF6D"
"789" "U4NF6_42722" "Satyrinae" "Brassolini" "Narope" "Narope_cyllastros" 1 "Understory" 2016-12-18 "NF6" "Und4" NA 5 "December" "U4NF6D"
"790" "U4NF6_42754" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-19 "NF6" "Und4" 21.6 1 "January" "U4NF6J"
"791" "U4NF6_42754" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-01-19 "NF6" "Und4" 21.6 1 "January" "U4NF6J"
"792" "U4NF6_42756" "Satyrinae" "Brassolini" "Eryphanis" "Eryphanis_reevesii" 1 "Understory" 2017-01-21 "NF6" "Und4" 18.4 2 "January" "U4NF6J"
"793" "U4NF6_42756" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-21 "NF6" "Und4" 18.4 2 "January" "U4NF6J"
"794" "U4NF6_42758" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-01-23 "NF6" "Und4" 19.1 3 "January" "U4NF6J"
"795" "U4NF6_42762" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-01-27 "NF6" "Und4" 14.8 5 "January" "U4NF6J"
"796" "U4NF6_42762" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-27 "NF6" "Und4" 14.8 5 "January" "U4NF6J"
"797" "U4NF6_42784" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-18 "NF6" "Und4" 21.8 1 "February" "U4NF6F"
"798" "U4NF6_42784" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-18 "NF6" "Und4" 21.8 1 "February" "U4NF6F"
"799" "U4NF6_42784" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-18 "NF6" "Und4" 21.8 1 "February" "U4NF6F"
"800" "U4NF6_42784" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-18 "NF6" "Und4" 21.8 1 "February" "U4NF6F"
"801" "U4NF6_42786" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-20 "NF6" "Und4" 24.2 2 "February" "U4NF6F"
"802" "U4NF6_42786" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-20 "NF6" "Und4" 24.2 2 "February" "U4NF6F"
"803" "U4NF6_42788" "Satyrinae" "Brassolini" "Eryphanis" "Eryphanis_reevesii" 1 "Understory" 2017-02-22 "NF6" "Und4" 22.2 3 "February" "U4NF6F"
"804" "U4NF6_42788" "Satyrinae" "Brassolini" "Eryphanis" "Eryphanis_reevesii" 1 "Understory" 2017-02-22 "NF6" "Und4" 22.2 3 "February" "U4NF6F"
"805" "U4NF6_42788" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-22 "NF6" "Und4" 22.2 3 "February" "U4NF6F"
"806" "U4NF6_42788" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-22 "NF6" "Und4" 22.2 3 "February" "U4NF6F"
"807" "U4NF6_42788" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-22 "NF6" "Und4" 22.2 3 "February" "U4NF6F"
"808" "U4NF6_42788" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-22 "NF6" "Und4" 22.2 3 "February" "U4NF6F"
"809" "U4NF6_42788" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-22 "NF6" "Und4" 22.2 3 "February" "U4NF6F"
"810" "U4NF6_42788" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-22 "NF6" "Und4" 22.2 3 "February" "U4NF6F"
"811" "U4NF6_42788" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-22 "NF6" "Und4" 22.2 3 "February" "U4NF6F"
"812" "U4NF6_42790" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-24 "NF6" "Und4" 20.4 4 "February" "U4NF6F"
"813" "U4NF6_42790" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-24 "NF6" "Und4" 20.4 4 "February" "U4NF6F"
"814" "U4NF6_42790" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-24 "NF6" "Und4" 20.4 4 "February" "U4NF6F"
"815" "U4NF6_42816" "Satyrinae" "Brassolini" "Eryphanis" "Eryphanis_reevesii" 1 "Understory" 2017-03-22 "NF6" "Und4" 18.5 2 "March" "U4NF6M"
"816" "U4NF6_42818" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-24 "NF6" "Und4" 16 3 "March" "U4NF6M"
"817" "U4NF6_42818" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-03-24 "NF6" "Und4" 16 3 "March" "U4NF6M"
"818" "U4NF6_42818" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-03-24 "NF6" "Und4" 16 3 "March" "U4NF6M"
"819" "U4NF6_42818" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-03-24 "NF6" "Und4" 16 3 "March" "U4NF6M"
"820" "U5NF1_42681" "Biblidinae" "Ageroniini" "Hamadryas" "Hamadryas_epinome" 1 "Understory" 2016-11-07 "NF1" "Und5" 16.5 4 "November" "U5NF1N"
"821" "U5NF1_42721" "Satyrinae" "Brassolini" "Narope" "Narope_cyllastros" 1 "Understory" 2016-12-17 "NF1" "Und5" 16.9 5 "December" "U5NF1D"
"822" "U5NF1_42761" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-01-26 "NF1" "Und5" 17.6 4 "January" "U5NF1J"
"823" "U5NF1_42761" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-01-26 "NF1" "Und5" 17.6 4 "January" "U5NF1J"
"824" "U5NF1_42789" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-23 "NF1" "Und5" 19 3 "February" "U5NF1F"
"825" "U5NF1_42813" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-19 "NF1" "Und5" 17.4 1 "March" "U5NF1M"
"826" "U5NF2_42761" "Charaxinae" "Preponini" "Archaeoprepona" "Archaeoprepona_amphimachus" 1 "Understory" 2017-01-26 "NF2" "Und5" 19.1 4 "January" "U5NF2J"
"827" "U5NF2_42785" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-19 "NF2" "Und5" 24.5 1 "February" "U5NF2F"
"828" "U5NF3_42676" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2016-11-02 "NF3" "Und5" 17.2 1 "November" "U5NF3N"
"829" "U5NF3_42678" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2016-11-04 "NF3" "Und5" 18 2 "November" "U5NF3N"
"830" "U5NF3_42715" "Biblidinae" "Epiphilini" "Temenis" "Temenis_laothoe" 1 "Understory" 2016-12-11 "NF3" "Und5" 21.5 2 "December" "U5NF3D"
"831" "U5NF3_42715" "Satyrinae" "Morphini" "Morpho" "Morpho_portis" 1 "Understory" 2016-12-11 "NF3" "Und5" 21.5 2 "December" "U5NF3D"
"832" "U5NF3_42755" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-01-20 "NF3" "Und5" 21.1 1 "January" "U5NF3J"
"833" "U5NF3_42755" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-20 "NF3" "Und5" 21.1 1 "January" "U5NF3J"
"834" "U5NF3_42759" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-24 "NF3" "Und5" 26.5 3 "January" "U5NF3J"
"835" "U5NF3_42759" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-24 "NF3" "Und5" 26.5 3 "January" "U5NF3J"
"836" "U5NF3_42759" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-24 "NF3" "Und5" 26.5 3 "January" "U5NF3J"
"837" "U5NF3_42759" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-01-24 "NF3" "Und5" 26.5 3 "January" "U5NF3J"
"838" "U5NF3_42785" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-19 "NF3" "Und5" 24.4 1 "February" "U5NF3F"
"839" "U5NF3_42787" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-21 "NF3" "Und5" 25.7 2 "February" "U5NF3F"
"840" "U5NF3_42787" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-21 "NF3" "Und5" 25.7 2 "February" "U5NF3F"
"841" "U5NF3_42787" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-21 "NF3" "Und5" 25.7 2 "February" "U5NF3F"
"842" "U5NF3_42787" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-21 "NF3" "Und5" 25.7 2 "February" "U5NF3F"
"843" "U5NF3_42787" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-21 "NF3" "Und5" 25.7 2 "February" "U5NF3F"
"844" "U5NF3_42787" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-21 "NF3" "Und5" 25.7 2 "February" "U5NF3F"
"845" "U5NF3_42789" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-23 "NF3" "Und5" 19.7 3 "February" "U5NF3F"
"846" "U5NF3_42791" "Satyrinae" "Brassolini" "Caligo" "Caligo_martia" 1 "Understory" 2017-02-25 "NF3" "Und5" 21.3 4 "February" "U5NF3F"
"847" "U5NF4_42756" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-21 "NF4" "Und5" 31 2 "January" "U5NF4J"
"848" "U5NF4_42760" "Satyrinae" "Brassolini" "Caligo" "Caligo_martia" 1 "Understory" 2017-01-25 "NF4" "Und5" 23.3 4 "January" "U5NF4J"
"849" "U5NF4_42784" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-18 "NF4" "Und5" 24.5 1 "February" "U5NF4F"
"850" "U5NF4_42784" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-18 "NF4" "Und5" 24.5 1 "February" "U5NF4F"
"851" "U5NF4_42784" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-18 "NF4" "Und5" 24.5 1 "February" "U5NF4F"
"852" "U5NF4_42784" "Satyrinae" "Brassolini" "Caligo" "Caligo_martia" 1 "Understory" 2017-02-18 "NF4" "Und5" 24.5 1 "February" "U5NF4F"
"853" "U5NF4_42786" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-02-20 "NF4" "Und5" 24.7 2 "February" "U5NF4F"
"854" "U5NF4_42788" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-22 "NF4" "Und5" 22.6 3 "February" "U5NF4F"
"855" "U5NF4_42788" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-22 "NF4" "Und5" 22.6 3 "February" "U5NF4F"
"856" "U5NF4_42814" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-20 "NF4" "Und5" 20.2 1 "March" "U5NF4M"
"857" "U5NF4_42814" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-20 "NF4" "Und5" 20.2 1 "March" "U5NF4M"
"858" "U5NF4_42816" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-03-22 "NF4" "Und5" 21.5 2 "March" "U5NF4M"
"859" "U5NF4_42816" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-03-22 "NF4" "Und5" 21.5 2 "March" "U5NF4M"
"860" "U5NF4_42816" "Satyrinae" "Satyrini" "Carminda" "Carminda_paeon" 1 "Understory" 2017-03-22 "NF4" "Und5" 21.5 2 "March" "U5NF4M"
"861" "U5NF4_42818" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-03-24 "NF4" "Und5" 19.6 3 "March" "U5NF4M"
"862" "U5NF5_42720" "Satyrinae" "Satyrini" "Carminda" "Carminda_paeon" 1 "Understory" 2016-12-16 "NF5" "Und5" 19.7 4 "December" "U5NF5D"
"863" "U5NF5_42758" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-01-23 "NF5" "Und5" 22.9 3 "January" "U5NF5J"
"864" "U5NF5_42784" "Charaxinae" "Preponini" "Archaeoprepona" "Archaeoprepona_chalciope" 1 "Understory" 2017-02-18 "NF5" "Und5" 24.2 1 "February" "U5NF5F"
"865" "U5NF5_42786" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-20 "NF5" "Und5" 27.5 2 "February" "U5NF5F"
"866" "U5NF5_42788" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-22 "NF5" "Und5" 23.6 3 "February" "U5NF5F"
"867" "U5NF5_42788" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-22 "NF5" "Und5" 23.6 3 "February" "U5NF5F"
"868" "U5NF5_42788" "Satyrinae" "Morphini" "Morpho" "Morpho_epistrophus" 1 "Understory" 2017-02-22 "NF5" "Und5" 23.6 3 "February" "U5NF5F"
"869" "U5NF5_42790" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-24 "NF5" "Und5" 23.4 4 "February" "U5NF5F"
"870" "U5NF5_42818" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-24 "NF5" "Und5" 17.4 3 "March" "U5NF5M"
"871" "U5NF5_42818" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-03-24 "NF5" "Und5" 17.4 3 "March" "U5NF5M"
"872" "U5NF6_42675" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2016-11-01 "NF6" "Und5" 21.7 1 "November" "U5NF6N"
"873" "U5NF6_42716" "Satyrinae" "Brassolini" "Eryphanis" "Eryphanis_reevesii" 1 "Understory" 2016-12-12 "NF6" "Und5" 20.3 2 "December" "U5NF6D"
"874" "U5NF6_42722" "Satyrinae" "Brassolini" "Eryphanis" "Eryphanis_reevesii" 1 "Understory" 2016-12-18 "NF6" "Und5" 20.1 5 "December" "U5NF6D"
"875" "U5NF6_42722" "Satyrinae" "Brassolini" "Eryphanis" "Eryphanis_reevesii" 1 "Understory" 2016-12-18 "NF6" "Und5" 20.1 5 "December" "U5NF6D"
"876" "U5NF6_42754" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-01-19 "NF6" "Und5" 21.7 1 "January" "U5NF6J"
"877" "U5NF6_42754" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-01-19 "NF6" "Und5" 21.7 1 "January" "U5NF6J"
"878" "U5NF6_42756" "Satyrinae" "Brassolini" "Eryphanis" "Eryphanis_reevesii" 1 "Understory" 2017-01-21 "NF6" "Und5" 19.2 2 "January" "U5NF6J"
"879" "U5NF6_42756" "Satyrinae" "Brassolini" "Eryphanis" "Eryphanis_reevesii" 1 "Understory" 2017-01-21 "NF6" "Und5" 19.2 2 "January" "U5NF6J"
"880" "U5NF6_42758" "Satyrinae" "Brassolini" "Eryphanis" "Eryphanis_reevesii" 1 "Understory" 2017-01-23 "NF6" "Und5" 21.5 3 "January" "U5NF6J"
"881" "U5NF6_42758" "Satyrinae" "Brassolini" "Eryphanis" "Eryphanis_reevesii" 1 "Understory" 2017-01-23 "NF6" "Und5" 21.5 3 "January" "U5NF6J"
"882" "U5NF6_42758" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-01-23 "NF6" "Und5" 21.5 3 "January" "U5NF6J"
"883" "U5NF6_42758" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-01-23 "NF6" "Und5" 21.5 3 "January" "U5NF6J"
"884" "U5NF6_42760" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-01-25 "NF6" "Und5" 18.8 4 "January" "U5NF6J"
"885" "U5NF6_42760" "Satyrinae" "Satyrini" "Taygetis" "Taygetis_ypthima" 1 "Understory" 2017-01-25 "NF6" "Und5" 18.8 4 "January" "U5NF6J"
"886" "U5NF6_42762" "Satyrinae" "Morphini" "Morpho" "Morpho_portis" 1 "Understory" 2017-01-27 "NF6" "Und5" 15.1 5 "January" "U5NF6J"
"887" "U5NF6_42784" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-18 "NF6" "Und5" 22.4 1 "February" "U5NF6F"
"888" "U5NF6_42784" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-18 "NF6" "Und5" 22.4 1 "February" "U5NF6F"
"889" "U5NF6_42784" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-18 "NF6" "Und5" 22.4 1 "February" "U5NF6F"
"890" "U5NF6_42786" "Satyrinae" "Morphini" "Morpho" "Morpho_portis" 1 "Understory" 2017-02-20 "NF6" "Und5" 24.2 2 "February" "U5NF6F"
"891" "U5NF6_42786" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-02-20 "NF6" "Und5" 24.2 2 "February" "U5NF6F"
"892" "U5NF6_42786" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_necys" 1 "Understory" 2017-02-20 "NF6" "Und5" 24.2 2 "February" "U5NF6F"
"893" "U5NF6_42786" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-20 "NF6" "Und5" 24.2 2 "February" "U5NF6F"
"894" "U5NF6_42788" "Satyrinae" "Satyrini" "Forsterinaria" "Forsterinaria_quantius" 1 "Understory" 2017-02-22 "NF6" "Und5" 24.2 3 "February" "U5NF6F"
"895" "U5NF6_42788" "Satyrinae" "Brassolini" "Opoptera" "Opoptera_fruhstorferi" 1 "Understory" 2017-02-22 "NF6" "Und5" 24.2 3 "February" "U5NF6F"
